Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,goles_barca,goles_rival,temporada
2006-05-06,Barcelona,Espanol,2,0,H,1.0,0.0,H,,15.0,19.0,5.0,9.0,14.0,24.0,8.0,7.0,0.0,1.0,0.0,0.0,2,0,0506
2006-05-13,Sevilla,Barcelona,3,2,H,2.0,2.0,D,,16.0,16.0,4.0,4.0,16.0,20.0,8.0,4.0,4.0,1.0,0.0,1.0,2,3,0506
2006-05-20,Ath Bilbao,Barcelona,3,1,H,0.0,1.0,A,,15.0,13.0,6.0,4.0,16.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,1,3,0506
2006-08-28,Celta,Barcelona,2,3,A,1.0,0.0,H,,12.0,12.0,3.0,6.0,21.0,16.0,4.0,7.0,0.0,2.0,1.0,0.0,3,2,0607
2006-09-09,Barcelona,Osasuna,3,0,H,3.0,0.0,H,,16.0,9.0,6.0,2.0,8.0,15.0,5.0,2.0,0.0,1.0,0.0,0.0,3,0,0607
2006-09-17,Santander,Barcelona,0,3,A,0.0,1.0,A,,8.0,20.0,3.0,7.0,31.0,14.0,2.0,4.0,5.0,3.0,1.0,0.0,3,0,0607
2006-09-24,Barcelona,Valencia,1,1,D,0.0,1.0,A,,21.0,6.0,6.0,2.0,12.0,12.0,6.0,3.0,1.0,3.0,0.0,0.0,1,1,0607
2006-09-30,Ath Bilbao,Barcelona,1,3,A,1.0,1.0,D,,5.0,16.0,2.0,4.0,6.0,10.0,5.0,3.0,0.0,1.0,1.0,0.0,3,1,0607
2006-10-15,Barcelona,Sevilla,3,1,H,2.0,1.0,H,,7.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,6.0,0.0,0.0,3,1,0607
2006-10-22,Real Madrid,Barcelona,2,0,H,1.0,0.0,H,,18.0,14.0,6.0,2.0,26.0,12.0,2.0,5.0,4.0,2.0,0.0,0.0,0,2,0607
2006-10-28,Barcelona,Recreativo,3,0,H,1.0,0.0,H,,12.0,6.0,8.0,4.0,22.0,14.0,0.0,3.0,2.0,2.0,0.0,0.0,3,0,0607
2006-11-04,La Coruna,Barcelona,1,1,D,0.0,1.0,A,,21.0,11.0,4.0,2.0,16.0,27.0,5.0,2.0,4.0,6.0,0.0,0.0,1,1,0607
2006-11-12,Barcelona,Zaragoza,3,1,H,1.0,1.0,D,,9.0,12.0,4.0,4.0,23.0,16.0,7.0,5.0,4.0,5.0,1.0,1.0,3,1,0607
2006-11-19,Mallorca,Barcelona,1,4,A,0.0,1.0,A,,6.0,9.0,2.0,5.0,23.0,18.0,3.0,5.0,1.0,1.0,1.0,0.0,4,1,0607
2006-11-25,Barcelona,Villarreal,4,0,H,1.0,0.0,H,,18.0,11.0,12.0,4.0,15.0,13.0,11.0,3.0,2.0,5.0,0.0,0.0,4,0,0607
2006-12-02,Levante,Barcelona,1,1,D,0.0,1.0,A,,16.0,15.0,8.0,4.0,24.0,14.0,8.0,3.0,1.0,2.0,0.0,0.0,1,1,0607
2006-12-09,Barcelona,Sociedad,1,0,H,0.0,0.0,D,,14.0,9.0,5.0,2.0,10.0,14.0,5.0,7.0,0.0,4.0,1.0,0.0,1,0,0607
2006-12-21,Barcelona,Ath Madrid,1,1,D,1.0,0.0,H,,13.0,6.0,4.0,2.0,20.0,25.0,6.0,4.0,4.0,5.0,0.0,0.0,1,1,0607
2007-01-07,Getafe,Barcelona,1,1,D,0.0,0.0,D,,13.0,8.0,3.0,3.0,28.0,13.0,6.0,4.0,0.0,1.0,1.0,0.0,1,1,0607
2007-01-13,Espanol,Barcelona,3,1,H,1.0,0.0,H,,17.0,12.0,9.0,6.0,30.0,20.0,3.0,2.0,8.0,2.0,0.0,0.0,1,3,0607
2007-01-21,Barcelona,Gimnastic,3,0,H,1.0,0.0,H,,11.0,5.0,5.0,0.0,18.0,23.0,1.0,1.0,1.0,2.0,0.0,0.0,3,0,0607
2007-01-24,Betis,Barcelona,1,1,D,1.0,0.0,H,,11.0,9.0,4.0,5.0,19.0,16.0,4.0,7.0,2.0,4.0,0.0,0.0,1,1,0607
2007-01-28,Barcelona,Celta,3,1,H,1.0,0.0,H,,15.0,4.0,9.0,2.0,15.0,23.0,5.0,2.0,1.0,4.0,0.0,1.0,3,1,0607
2007-02-04,Osasuna,Barcelona,0,0,D,0.0,0.0,D,,15.0,13.0,3.0,3.0,18.0,22.0,1.0,5.0,2.0,2.0,0.0,0.0,0,0,0607
2007-02-11,Barcelona,Santander,2,0,H,0.0,0.0,D,,17.0,6.0,7.0,2.0,15.0,22.0,2.0,3.0,1.0,1.0,0.0,0.0,2,0,0607
2007-02-18,Valencia,Barcelona,2,1,H,0.0,0.0,D,,6.0,13.0,3.0,3.0,19.0,11.0,2.0,6.0,3.0,5.0,1.0,1.0,1,2,0607
2007-02-25,Barcelona,Ath Bilbao,3,0,H,3.0,0.0,H,,15.0,5.0,8.0,1.0,13.0,20.0,9.0,0.0,0.0,1.0,0.0,0.0,3,0,0607
2007-03-03,Sevilla,Barcelona,2,1,H,1.0,1.0,D,,14.0,9.0,6.0,5.0,19.0,20.0,5.0,2.0,2.0,2.0,1.0,2.0,1,2,0607
2007-03-10,Barcelona,Real Madrid,3,3,D,2.0,2.0,D,,18.0,13.0,9.0,7.0,23.0,23.0,2.0,3.0,3.0,5.0,1.0,0.0,3,3,0607
2007-03-17,Recreativo,Barcelona,0,4,A,0.0,3.0,A,,13.0,11.0,6.0,6.0,10.0,10.0,3.0,2.0,1.0,2.0,0.0,0.0,4,0,0607
2007-03-31,Barcelona,La Coruna,2,1,H,1.0,0.0,H,,19.0,13.0,6.0,3.0,19.0,24.0,4.0,6.0,3.0,2.0,0.0,0.0,2,1,0607
2007-04-07,Zaragoza,Barcelona,1,0,H,0.0,0.0,D,,14.0,8.0,5.0,4.0,25.0,24.0,2.0,5.0,3.0,6.0,0.0,0.0,0,1,0607
2007-04-15,Barcelona,Mallorca,1,0,H,0.0,0.0,D,,24.0,5.0,4.0,3.0,16.0,15.0,7.0,0.0,1.0,2.0,0.0,0.0,1,0,0607
2007-04-22,Villarreal,Barcelona,2,0,H,0.0,0.0,D,,9.0,15.0,5.0,7.0,15.0,14.0,4.0,8.0,2.0,2.0,0.0,0.0,0,2,0607
2007-04-29,Barcelona,Levante,1,0,H,1.0,0.0,H,,16.0,9.0,8.0,2.0,13.0,23.0,3.0,2.0,2.0,4.0,0.0,0.0,1,0,0607
2007-05-05,Sociedad,Barcelona,0,2,A,0.0,0.0,D,,8.0,12.0,1.0,6.0,24.0,12.0,4.0,9.0,4.0,2.0,0.0,0.0,2,0,0607
2007-05-13,Barcelona,Betis,1,1,D,1.0,0.0,H,,18.0,4.0,3.0,3.0,21.0,24.0,7.0,5.0,2.0,3.0,0.0,0.0,1,1,0607
2007-05-20,Ath Madrid,Barcelona,0,6,A,0.0,3.0,A,,17.0,20.0,7.0,11.0,15.0,11.0,10.0,6.0,2.0,0.0,1.0,0.0,6,0,0607
2007-05-26,Barcelona,Getafe,1,0,H,1.0,0.0,H,,12.0,9.0,5.0,3.0,14.0,22.0,4.0,3.0,3.0,5.0,1.0,0.0,1,0,0607
2007-06-09,Barcelona,Espanol,2,2,D,1.0,1.0,D,,25.0,8.0,6.0,5.0,20.0,21.0,11.0,1.0,2.0,4.0,0.0,0.0,2,2,0607
2007-06-17,Gimnastic,Barcelona,1,5,A,0.0,3.0,A,,10.0,23.0,2.0,12.0,23.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,5,1,0607
2007-08-26,Santander,Barcelona,0,0,D,0.0,0.0,D,,14.0,13.0,5.0,3.0,13.0,11.0,4.0,8.0,1.0,1.0,1.0,0.0,0,0,0708
2007-09-02,Barcelona,Ath Bilbao,3,1,H,2.0,0.0,H,,16.0,9.0,6.0,5.0,20.0,15.0,4.0,4.0,1.0,2.0,1.0,1.0,3,1,0708
2007-09-16,Osasuna,Barcelona,0,0,D,0.0,0.0,D,,7.0,9.0,2.0,3.0,19.0,18.0,2.0,1.0,3.0,2.0,0.0,0.0,0,0,0708
2007-09-22,Barcelona,Sevilla,2,1,H,0.0,0.0,D,,15.0,6.0,6.0,2.0,22.0,19.0,6.0,1.0,3.0,5.0,0.0,0.0,2,1,0708
2007-09-26,Barcelona,Zaragoza,4,1,H,4.0,1.0,H,,25.0,5.0,13.0,3.0,8.0,17.0,12.0,0.0,2.0,3.0,0.0,0.0,4,1,0708
2007-09-29,Levante,Barcelona,1,4,A,0.0,2.0,A,,7.0,15.0,3.0,9.0,15.0,14.0,2.0,3.0,5.0,0.0,0.0,0.0,4,1,0708
2007-10-07,Barcelona,Ath Madrid,3,0,H,2.0,0.0,H,,17.0,8.0,10.0,3.0,11.0,16.0,5.0,5.0,1.0,4.0,0.0,0.0,3,0,0708
2007-10-20,Villarreal,Barcelona,3,1,H,3.0,1.0,H,,8.0,13.0,4.0,6.0,13.0,21.0,0.0,9.0,1.0,3.0,0.0,0.0,1,3,0708
2007-10-28,Barcelona,Almeria,2,0,H,1.0,0.0,H,,14.0,7.0,6.0,3.0,16.0,12.0,11.0,0.0,2.0,3.0,0.0,0.0,2,0,0708
2007-11-01,Valladolid,Barcelona,1,1,D,1.0,1.0,D,,13.0,12.0,8.0,2.0,22.0,12.0,4.0,11.0,1.0,0.0,0.0,0.0,1,1,0708
2007-11-04,Barcelona,Betis,3,0,H,1.0,0.0,H,,19.0,6.0,7.0,2.0,6.0,23.0,6.0,4.0,0.0,3.0,0.0,0.0,3,0,0708
2007-11-10,Getafe,Barcelona,2,0,H,1.0,0.0,H,,13.0,10.0,5.0,2.0,19.0,13.0,3.0,4.0,2.0,4.0,0.0,1.0,0,2,0708
2007-11-24,Barcelona,Recreativo,3,0,H,0.0,0.0,D,,19.0,4.0,7.0,0.0,13.0,13.0,13.0,2.0,2.0,4.0,0.0,0.0,3,0,0708
2007-12-01,Espanol,Barcelona,1,1,D,0.0,1.0,A,,12.0,16.0,2.0,7.0,17.0,16.0,4.0,7.0,2.0,1.0,0.0,0.0,1,1,0708
2007-12-09,Barcelona,La Coruna,2,1,H,1.0,1.0,D,,20.0,9.0,12.0,5.0,18.0,20.0,10.0,0.0,1.0,3.0,0.0,0.0,2,1,0708
2007-12-15,Valencia,Barcelona,0,3,A,0.0,2.0,A,,11.0,16.0,2.0,11.0,18.0,15.0,3.0,6.0,3.0,1.0,0.0,0.0,3,0,0708
2007-12-23,Barcelona,Real Madrid,0,1,A,0.0,1.0,A,,16.0,11.0,6.0,5.0,19.0,23.0,7.0,0.0,2.0,1.0,0.0,0.0,0,1,0708
2008-01-05,Mallorca,Barcelona,0,2,A,0.0,0.0,D,,10.0,15.0,2.0,4.0,16.0,12.0,2.0,5.0,1.0,3.0,0.0,0.0,2,0,0708
2008-01-12,Barcelona,Murcia,4,0,H,1.0,0.0,H,,18.0,9.0,10.0,3.0,13.0,9.0,4.0,5.0,3.0,1.0,0.0,0.0,4,0,0708
2008-01-20,Barcelona,Santander,1,0,H,1.0,0.0,H,,12.0,9.0,2.0,1.0,10.0,19.0,5.0,2.0,1.0,2.0,0.0,0.0,1,0,0708
2008-01-27,Ath Bilbao,Barcelona,1,1,D,0.0,1.0,A,,17.0,8.0,6.0,2.0,21.0,12.0,3.0,3.0,3.0,0.0,0.0,0.0,1,1,0708
2008-02-03,Barcelona,Osasuna,1,0,H,0.0,0.0,D,,17.0,9.0,6.0,3.0,18.0,17.0,10.0,1.0,0.0,3.0,0.0,0.0,1,0,0708
2008-02-09,Sevilla,Barcelona,1,1,D,1.0,0.0,H,,19.0,13.0,6.0,5.0,20.0,14.0,2.0,2.0,3.0,4.0,1.0,0.0,1,1,0708
2008-02-16,Zaragoza,Barcelona,1,2,A,0.0,1.0,A,,13.0,12.0,3.0,5.0,22.0,17.0,2.0,3.0,4.0,2.0,0.0,0.0,2,1,0708
2008-02-24,Barcelona,Levante,5,1,H,2.0,1.0,H,,21.0,8.0,8.0,4.0,11.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,5,1,0708
2008-03-01,Ath Madrid,Barcelona,4,2,H,2.0,1.0,H,,8.0,17.0,6.0,5.0,15.0,16.0,0.0,5.0,4.0,4.0,0.0,0.0,2,4,0708
2008-03-09,Barcelona,Villarreal,1,2,A,0.0,1.0,A,,9.0,8.0,4.0,4.0,22.0,18.0,10.0,2.0,5.0,4.0,0.0,0.0,1,2,0708
2008-03-16,Almeria,Barcelona,2,2,D,1.0,1.0,D,,18.0,8.0,5.0,5.0,15.0,12.0,8.0,5.0,0.0,3.0,0.0,1.0,2,2,0708
2008-03-23,Barcelona,Valladolid,4,1,H,1.0,1.0,D,,18.0,11.0,11.0,2.0,12.0,18.0,4.0,4.0,1.0,1.0,0.0,0.0,4,1,0708
2008-03-29,Betis,Barcelona,3,2,H,0.0,2.0,A,,13.0,13.0,8.0,5.0,18.0,12.0,3.0,3.0,2.0,0.0,0.0,0.0,2,3,0708
2008-04-06,Barcelona,Getafe,0,0,D,0.0,0.0,D,,19.0,11.0,2.0,4.0,14.0,9.0,9.0,3.0,2.0,1.0,0.0,0.0,0,0,0708
2008-04-12,Recreativo,Barcelona,2,2,D,1.0,1.0,D,,14.0,11.0,5.0,3.0,24.0,15.0,5.0,5.0,2.0,2.0,0.0,0.0,2,2,0708
2008-04-19,Barcelona,Espanol,0,0,D,0.0,0.0,D,,18.0,6.0,6.0,1.0,15.0,16.0,7.0,2.0,6.0,6.0,0.0,0.0,0,0,0708
2008-04-26,La Coruna,Barcelona,2,0,H,0.0,0.0,D,,24.0,10.0,6.0,1.0,16.0,17.0,4.0,2.0,1.0,4.0,0.0,0.0,0,2,0708
2008-05-04,Barcelona,Valencia,6,0,H,3.0,0.0,H,,17.0,6.0,12.0,2.0,16.0,15.0,7.0,5.0,3.0,3.0,0.0,0.0,6,0,0708
2008-05-07,Real Madrid,Barcelona,4,1,H,2.0,0.0,H,,19.0,14.0,12.0,4.0,14.0,18.0,5.0,3.0,3.0,4.0,0.0,1.0,1,4,0708
2008-05-11,Barcelona,Mallorca,2,3,A,1.0,0.0,H,,12.0,22.0,4.0,9.0,17.0,11.0,6.0,9.0,1.0,2.0,1.0,0.0,2,3,0708
2008-05-17,Murcia,Barcelona,3,5,A,1.0,3.0,A,,21.0,16.0,9.0,9.0,14.0,12.0,10.0,6.0,2.0,1.0,0.0,0.0,5,3,0708
2008-08-31,Numancia,Barcelona,1,0,H,1.0,0.0,H,,5.0,25.0,2.0,5.0,16.0,8.0,2.0,7.0,0.0,2.0,0.0,0.0,0,1,0809
2008-09-13,Barcelona,Santander,1,1,D,0.0,0.0,D,,18.0,2.0,7.0,1.0,9.0,20.0,9.0,1.0,1.0,7.0,0.0,0.0,1,1,0809
2008-09-21,Sp Gijon,Barcelona,1,6,A,0.0,2.0,A,,5.0,23.0,2.0,8.0,16.0,8.0,3.0,14.0,2.0,0.0,1.0,0.0,6,1,0809
2008-09-24,Barcelona,Betis,3,2,H,2.0,0.0,H,,18.0,8.0,8.0,3.0,11.0,19.0,6.0,5.0,2.0,3.0,0.0,0.0,3,2,0809
2008-09-27,Espanol,Barcelona,1,2,A,1.0,0.0,H,,5.0,33.0,3.0,8.0,26.0,17.0,0.0,12.0,3.0,2.0,1.0,0.0,2,1,0809
2008-10-04,Barcelona,Ath Madrid,6,1,H,5.0,1.0,H,,19.0,7.0,8.0,2.0,11.0,18.0,5.0,1.0,1.0,5.0,0.0,0.0,6,1,0809
2008-10-19,Ath Bilbao,Barcelona,0,1,A,0.0,0.0,D,,9.0,14.0,3.0,3.0,17.0,19.0,7.0,5.0,3.0,3.0,0.0,0.0,1,0,0809
2008-10-25,Barcelona,Almeria,5,0,H,5.0,0.0,H,,13.0,6.0,9.0,2.0,13.0,15.0,6.0,6.0,0.0,3.0,0.0,1.0,5,0,0809
2008-11-01,Malaga,Barcelona,1,4,A,1.0,2.0,A,,5.0,14.0,2.0,4.0,19.0,24.0,1.0,4.0,2.0,3.0,0.0,0.0,4,1,0809
2008-11-08,Barcelona,Valladolid,6,0,H,4.0,0.0,H,,22.0,3.0,13.0,2.0,9.0,9.0,9.0,5.0,1.0,1.0,0.0,0.0,6,0,0809
2008-11-16,Recreativo,Barcelona,0,2,A,0.0,0.0,D,,7.0,21.0,2.0,8.0,21.0,12.0,5.0,5.0,3.0,2.0,0.0,0.0,2,0,0809
2008-11-23,Barcelona,Getafe,1,1,D,0.0,1.0,A,,14.0,7.0,4.0,4.0,19.0,20.0,13.0,5.0,3.0,4.0,0.0,0.0,1,1,0809
2008-11-29,Sevilla,Barcelona,0,3,A,0.0,1.0,A,,10.0,22.0,2.0,9.0,16.0,13.0,1.0,2.0,0.0,3.0,1.0,0.0,3,0,0809
2008-12-06,Barcelona,Valencia,4,0,H,2.0,0.0,H,,17.0,5.0,7.0,2.0,15.0,20.0,3.0,3.0,0.0,5.0,0.0,0.0,4,0,0809
2008-12-13,Barcelona,Real Madrid,2,0,H,0.0,0.0,D,,19.0,6.0,8.0,3.0,13.0,19.0,11.0,4.0,3.0,5.0,0.0,0.0,2,0,0809
2008-12-21,Villarreal,Barcelona,1,2,A,0.0,0.0,D,,8.0,16.0,1.0,7.0,17.0,22.0,4.0,7.0,3.0,2.0,0.0,1.0,2,1,0809
2009-01-03,Barcelona,Mallorca,3,1,H,1.0,1.0,D,,18.0,6.0,8.0,3.0,11.0,17.0,5.0,0.0,4.0,4.0,0.0,1.0,3,1,0809
2009-01-11,Osasuna,Barcelona,2,3,A,0.0,1.0,A,,6.0,17.0,5.0,9.0,11.0,11.0,2.0,7.0,2.0,3.0,0.0,0.0,3,2,0809
2009-01-17,Barcelona,La Coruna,5,0,H,3.0,0.0,H,,21.0,1.0,10.0,0.0,8.0,12.0,9.0,4.0,0.0,0.0,0.0,1.0,5,0,0809
2009-01-24,Barcelona,Numancia,4,1,H,0.0,0.0,D,,24.0,4.0,8.0,2.0,14.0,13.0,3.0,2.0,2.0,3.0,0.0,1.0,4,1,0809
2009-02-01,Santander,Barcelona,1,2,A,0.0,0.0,D,,7.0,8.0,4.0,2.0,21.0,12.0,2.0,3.0,1.0,2.0,0.0,2.0,2,1,0809
2009-02-08,Barcelona,Sp Gijon,3,1,H,2.0,0.0,H,,18.0,5.0,7.0,1.0,13.0,19.0,7.0,2.0,2.0,3.0,0.0,0.0,3,1,0809
2009-02-14,Betis,Barcelona,2,2,D,2.0,1.0,H,,7.0,23.0,5.0,12.0,20.0,14.0,1.0,7.0,3.0,2.0,0.0,0.0,2,2,0809
2009-02-21,Barcelona,Espanol,1,2,A,0.0,0.0,D,,20.0,4.0,2.0,2.0,14.0,24.0,4.0,2.0,6.0,6.0,1.0,0.0,1,2,0809
2009-03-01,Ath Madrid,Barcelona,4,3,H,1.0,2.0,A,,22.0,14.0,9.0,6.0,15.0,17.0,6.0,3.0,3.0,2.0,0.0,0.0,3,4,0809
2009-03-07,Barcelona,Ath Bilbao,2,0,H,2.0,0.0,H,,28.0,5.0,10.0,0.0,16.0,24.0,5.0,1.0,3.0,4.0,0.0,0.0,2,0,0809
2009-03-15,Almeria,Barcelona,0,2,A,0.0,0.0,D,,5.0,17.0,1.0,7.0,11.0,10.0,5.0,5.0,4.0,0.0,0.0,0.0,2,0,0809
2009-03-22,Barcelona,Malaga,6,0,H,4.0,0.0,H,,27.0,10.0,14.0,3.0,9.0,15.0,10.0,7.0,2.0,3.0,0.0,0.0,6,0,0809
2009-04-04,Valladolid,Barcelona,0,1,A,0.0,1.0,A,,7.0,13.0,2.0,4.0,21.0,9.0,4.0,4.0,1.0,0.0,0.0,0.0,1,0,0809
2009-04-11,Barcelona,Recreativo,2,0,H,1.0,0.0,H,,16.0,7.0,6.0,4.0,12.0,14.0,15.0,4.0,0.0,1.0,0.0,0.0,2,0,0809
2009-04-18,Getafe,Barcelona,0,1,A,0.0,1.0,A,,3.0,17.0,0.0,8.0,19.0,9.0,1.0,5.0,4.0,2.0,0.0,0.0,1,0,0809
2009-04-22,Barcelona,Sevilla,4,0,H,2.0,0.0,H,,28.0,6.0,7.0,2.0,11.0,17.0,9.0,2.0,2.0,2.0,0.0,0.0,4,0,0809
2009-04-25,Valencia,Barcelona,2,2,D,2.0,1.0,H,,10.0,14.0,5.0,6.0,21.0,9.0,5.0,9.0,5.0,2.0,0.0,0.0,2,2,0809
2009-05-02,Real Madrid,Barcelona,2,6,A,1.0,3.0,A,,5.0,17.0,4.0,13.0,22.0,9.0,3.0,2.0,4.0,2.0,0.0,0.0,6,2,0809
2009-05-10,Barcelona,Villarreal,3,3,D,3.0,1.0,H,,15.0,6.0,3.0,4.0,15.0,20.0,4.0,0.0,1.0,3.0,1.0,0.0,3,3,0809
2009-05-17,Mallorca,Barcelona,2,1,H,0.0,1.0,A,,16.0,17.0,7.0,10.0,16.0,20.0,8.0,7.0,1.0,2.0,0.0,0.0,1,2,0809
2009-05-23,Barcelona,Osasuna,0,1,A,0.0,1.0,A,,9.0,10.0,3.0,4.0,6.0,18.0,7.0,5.0,3.0,3.0,1.0,0.0,0,1,0809
2009-05-30,La Coruna,Barcelona,1,1,D,1.0,0.0,H,,15.0,18.0,6.0,5.0,6.0,16.0,7.0,5.0,1.0,1.0,0.0,0.0,1,1,0809
2009-08-31,Barcelona,Sp Gijon,3,0,H,2.0,0.0,H,,20.0,9.0,9.0,5.0,10.0,12.0,9.0,7.0,0.0,2.0,0.0,0.0,3,0,0910
2009-09-12,Getafe,Barcelona,0,2,A,0.0,0.0,D,,19.0,14.0,3.0,9.0,15.0,19.0,2.0,5.0,3.0,0.0,0.0,0.0,2,0,0910
2009-09-19,Barcelona,Ath Madrid,5,2,H,4.0,1.0,H,,8.0,14.0,6.0,4.0,8.0,17.0,7.0,8.0,1.0,3.0,0.0,0.0,5,2,0910
2009-09-22,Santander,Barcelona,1,4,A,0.0,3.0,A,,4.0,20.0,2.0,6.0,10.0,10.0,2.0,3.0,4.0,1.0,0.0,0.0,4,1,0910
2009-09-26,Malaga,Barcelona,0,2,A,0.0,1.0,A,,3.0,11.0,0.0,6.0,16.0,17.0,3.0,1.0,3.0,3.0,1.0,0.0,2,0,0910
2009-10-03,Barcelona,Almeria,1,0,H,1.0,0.0,H,,17.0,0.0,7.0,0.0,18.0,14.0,10.0,3.0,3.0,3.0,0.0,0.0,1,0,0910
2009-10-17,Valencia,Barcelona,0,0,D,0.0,0.0,D,,13.0,12.0,4.0,3.0,15.0,11.0,5.0,6.0,4.0,2.0,0.0,0.0,0,0,0910
2009-10-25,Barcelona,Zaragoza,6,1,H,3.0,0.0,H,,17.0,7.0,13.0,5.0,9.0,14.0,6.0,1.0,0.0,2.0,0.0,0.0,6,1,0910
2009-10-31,Osasuna,Barcelona,1,1,D,0.0,0.0,D,,9.0,16.0,3.0,7.0,15.0,10.0,4.0,7.0,1.0,3.0,0.0,0.0,1,1,0910
2009-11-07,Barcelona,Mallorca,4,2,H,3.0,1.0,H,,18.0,10.0,10.0,5.0,18.0,22.0,2.0,4.0,1.0,2.0,0.0,0.0,4,2,0910
2009-11-21,Ath Bilbao,Barcelona,1,1,D,0.0,0.0,D,,8.0,13.0,1.0,3.0,17.0,15.0,5.0,7.0,1.0,1.0,0.0,0.0,1,1,0910
2009-11-29,Barcelona,Real Madrid,1,0,H,0.0,0.0,D,,9.0,16.0,4.0,2.0,17.0,25.0,6.0,6.0,0.0,4.0,1.0,1.0,1,0,0910
2009-12-02,Xerez,Barcelona,0,2,A,0.0,0.0,D,,7.0,14.0,4.0,3.0,13.0,16.0,3.0,9.0,1.0,0.0,0.0,0.0,2,0,0910
2009-12-05,La Coruna,Barcelona,1,3,A,1.0,1.0,D,,4.0,19.0,1.0,9.0,9.0,13.0,1.0,9.0,1.0,2.0,0.0,0.0,3,1,0910
2009-12-12,Barcelona,Espanol,1,0,H,1.0,0.0,H,,15.0,7.0,3.0,2.0,15.0,20.0,10.0,2.0,3.0,3.0,0.0,0.0,1,0,0910
2010-01-02,Barcelona,Villarreal,1,1,D,1.0,0.0,H,,12.0,8.0,3.0,2.0,22.0,15.0,6.0,7.0,2.0,4.0,0.0,0.0,1,1,0910
2010-01-10,Tenerife,Barcelona,0,5,A,0.0,3.0,A,,13.0,15.0,3.0,5.0,20.0,11.0,3.0,1.0,3.0,2.0,0.0,0.0,5,0,0910
2010-01-16,Barcelona,Sevilla,4,0,H,0.0,0.0,D,,27.0,4.0,12.0,0.0,11.0,13.0,11.0,2.0,2.0,4.0,0.0,0.0,4,0,0910
2010-01-23,Valladolid,Barcelona,0,3,A,0.0,2.0,A,,11.0,14.0,5.0,8.0,13.0,17.0,5.0,5.0,2.0,2.0,0.0,0.0,3,0,0910
2010-01-30,Sp Gijon,Barcelona,0,1,A,0.0,1.0,A,,5.0,22.0,2.0,5.0,21.0,9.0,2.0,10.0,6.0,3.0,0.0,0.0,1,0,0910
2010-02-06,Barcelona,Getafe,2,1,H,1.0,0.0,H,,18.0,13.0,8.0,6.0,14.0,14.0,5.0,2.0,4.0,3.0,2.0,0.0,2,1,0910
2010-02-14,Ath Madrid,Barcelona,2,1,H,2.0,1.0,H,,13.0,13.0,6.0,7.0,19.0,13.0,5.0,7.0,2.0,5.0,0.0,0.0,1,2,0910
2010-02-20,Barcelona,Santander,4,0,H,3.0,0.0,H,,16.0,5.0,9.0,0.0,14.0,13.0,6.0,0.0,3.0,4.0,0.0,0.0,4,0,0910
2010-02-27,Barcelona,Malaga,2,1,H,0.0,0.0,D,,20.0,5.0,8.0,2.0,10.0,16.0,13.0,3.0,1.0,1.0,0.0,0.0,2,1,0910
2010-03-06,Almeria,Barcelona,2,2,D,1.0,1.0,D,,7.0,22.0,2.0,8.0,17.0,12.0,5.0,5.0,0.0,0.0,0.0,1.0,2,2,0910
2010-03-14,Barcelona,Valencia,3,0,H,0.0,0.0,D,,19.0,7.0,8.0,4.0,10.0,19.0,7.0,3.0,1.0,4.0,0.0,1.0,3,0,0910
2010-03-21,Zaragoza,Barcelona,2,4,A,0.0,1.0,A,,10.0,18.0,2.0,6.0,22.0,18.0,7.0,6.0,3.0,3.0,0.0,0.0,4,2,0910
2010-03-24,Barcelona,Osasuna,2,0,H,0.0,0.0,D,,16.0,3.0,5.0,1.0,12.0,22.0,8.0,3.0,4.0,2.0,0.0,0.0,2,0,0910
2010-03-27,Mallorca,Barcelona,0,1,A,0.0,0.0,D,,10.0,7.0,2.0,5.0,29.0,21.0,4.0,8.0,4.0,3.0,0.0,0.0,1,0,0910
2010-04-03,Barcelona,Ath Bilbao,4,1,H,2.0,0.0,H,,17.0,14.0,7.0,5.0,5.0,8.0,7.0,10.0,1.0,1.0,0.0,0.0,4,1,0910
2010-04-10,Real Madrid,Barcelona,0,2,A,0.0,1.0,A,,16.0,8.0,7.0,4.0,30.0,15.0,4.0,7.0,4.0,4.0,0.0,0.0,2,0,0910
2010-04-14,Barcelona,La Coruna,3,0,H,1.0,0.0,H,,21.0,5.0,11.0,3.0,11.0,12.0,14.0,2.0,0.0,3.0,0.0,0.0,3,0,0910
2010-04-17,Espanol,Barcelona,0,0,D,0.0,0.0,D,,9.0,4.0,3.0,1.0,21.0,17.0,3.0,4.0,3.0,2.0,0.0,1.0,0,0,0910
2010-04-24,Barcelona,Xerez,3,1,H,2.0,1.0,H,,14.0,8.0,7.0,4.0,17.0,17.0,3.0,6.0,1.0,9.0,0.0,2.0,3,1,0910
2010-05-01,Villarreal,Barcelona,1,4,A,0.0,3.0,A,,8.0,15.0,2.0,6.0,23.0,11.0,4.0,4.0,3.0,3.0,0.0,0.0,4,1,0910
